fund,field,source,as_of,value
VOOX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-2491.95
VOOX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-20868.93
VOOX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,6049.71
VOOX,totAssets,EagleSTAR TrialBalance,20260624,703214.30
VOOX,totLiabs,EagleSTAR TrialBalance,20260624,6049.71
VOOX,netAssets,EagleSTAR TrialBalance,20260624,697164.59
VOOX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
VOOX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
VOOX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
VOOX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
VOOX,mon3Sales,EagleSTAR TrialBalance,20260624,469642.00
VOOX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
WATS,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
WATS,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
WATS,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
WATS,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,203146.61
WATS,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
WATS,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-430512.27
WATS,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,493.81
WATS,totAssets,EagleSTAR TrialBalance,20260624,2067362.74
WATS,totLiabs,EagleSTAR TrialBalance,20260624,493.81
WATS,netAssets,EagleSTAR TrialBalance,20260624,2066868.93
WATS,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
WATS,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
WATS,mon2Sales,EagleSTAR TrialBalance,20260624,1201920.00
WATS,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
WATS,mon3Sales,EagleSTAR TrialBalance,20260624,967200.00
WATS,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
WEBX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
WEBX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
WEBX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
WEBX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
WEBX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-12557.46
WEBX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-100601.48
WEBX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,15783.08
WEBX,totAssets,EagleSTAR TrialBalance,20260624,470244.49
WEBX,totLiabs,EagleSTAR TrialBalance,20260624,15783.08
WEBX,netAssets,EagleSTAR TrialBalance,20260624,454461.41
WEBX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
WEBX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
WEBX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
WEBX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
WEBX,mon3Sales,EagleSTAR TrialBalance,20260624,317329.50
WEBX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
WNDR,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
WNDR,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
WNDR,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
WNDR,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,30555.85
WNDR,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
WNDR,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,99110.55
WNDR,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,340.20
WNDR,totAssets,EagleSTAR TrialBalance,20260624,1555113.33
WNDR,totLiabs,EagleSTAR TrialBalance,20260624,340.20
WNDR,netAssets,EagleSTAR TrialBalance,20260624,1554773.13
WNDR,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
WNDR,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
WNDR,mon2Sales,EagleSTAR TrialBalance,20260624,1298514.00
WNDR,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
WNDR,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
WNDR,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
WR,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
WR,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
WR,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
WR,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,47623.88
WR,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
WR,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-219887.29
WR,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,782.02
WR,totAssets,EagleSTAR TrialBalance,20260624,3222632.00
WR,totLiabs,EagleSTAR TrialBalance,20260624,782.02
WR,netAssets,EagleSTAR TrialBalance,20260624,3221849.98
WR,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
WR,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
WR,mon2Sales,EagleSTAR TrialBalance,20260624,3258425.00
WR,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
WR,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
WR,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
WX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
WX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
WX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
WX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
WX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-2482.93
WX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-14487.72
WX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,5627.05
WX,totAssets,EagleSTAR TrialBalance,20260624,590742.44
WX,totLiabs,EagleSTAR TrialBalance,20260624,5627.05
WX,netAssets,EagleSTAR TrialBalance,20260624,585115.39
WX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
WX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
WX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
WX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
WX,mon3Sales,EagleSTAR TrialBalance,20260624,351372.00
WX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XA,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XA,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XA,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XA,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,505251.38
XA,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XA,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-130896.96
XA,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,616.19
XA,totAssets,EagleSTAR TrialBalance,20260624,2627053.30
XA,totLiabs,EagleSTAR TrialBalance,20260624,616.19
XA,netAssets,EagleSTAR TrialBalance,20260624,2626437.11
XA,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
XA,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XA,mon2Sales,EagleSTAR TrialBalance,20260624,2127314.00
XA,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XA,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
XA,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XAG,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XAG,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XAG,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XAG,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XAG,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XAG,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XAG,totAssets,EagleSTAR TrialBalance,20260624,250025.00
XAG,netAssets,EagleSTAR TrialBalance,20260624,250025.00
XAG,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XAG,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XAG,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XAG,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XAG,mon3Sales,EagleSTAR TrialBalance,20260624,25.00
XAG,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XAGI,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XAGI,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XAGI,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XAGI,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XAGI,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-17565.35
XAGI,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-42177.97
XAGI,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,22619.74
XAGI,totAssets,EagleSTAR TrialBalance,20260624,633226.36
XAGI,totLiabs,EagleSTAR TrialBalance,20260624,22619.74
XAGI,netAssets,EagleSTAR TrialBalance,20260624,610606.62
XAGI,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XAGI,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XAGI,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XAGI,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XAGI,mon3Sales,EagleSTAR TrialBalance,20260624,419752.00
XAGI,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XBIX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XBIX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XBIX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XBIX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XBIX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-1166.36
XBIX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,204439.11
XBIX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,5117.18
XBIX,totAssets,EagleSTAR TrialBalance,20260624,852871.49
XBIX,totLiabs,EagleSTAR TrialBalance,20260624,5117.18
XBIX,netAssets,EagleSTAR TrialBalance,20260624,847754.31
XBIX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XBIX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XBIX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XBIX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XBIX,mon3Sales,EagleSTAR TrialBalance,20260624,394119.00
XBIX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XCOM,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XCOM,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XCOM,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XCOM,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XCOM,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-9084.17
XCOM,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-149252.44
XCOM,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,14256.48
XCOM,totAssets,EagleSTAR TrialBalance,20260624,585150.81
XCOM,totLiabs,EagleSTAR TrialBalance,20260624,14256.48
XCOM,netAssets,EagleSTAR TrialBalance,20260624,570894.33
XCOM,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XCOM,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XCOM,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XCOM,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XCOM,mon3Sales,EagleSTAR TrialBalance,20260624,478422.00
XCOM,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XCOP,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XCOP,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XCOP,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XCOP,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XCOP,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XCOP,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XCOP,totAssets,EagleSTAR TrialBalance,20260624,250000.00
XCOP,netAssets,EagleSTAR TrialBalance,20260624,250000.00
XCOP,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XCOP,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XCOP,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
XCOP,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XCOP,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
XCOP,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XEUR,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XEUR,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XEUR,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XEUR,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XEUR,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-791.21
XEUR,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-14924.94
XEUR,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,3826.92
XEUR,totAssets,EagleSTAR TrialBalance,20260624,490105.41
XEUR,totLiabs,EagleSTAR TrialBalance,20260624,3826.92
XEUR,netAssets,EagleSTAR TrialBalance,20260624,486278.49
XEUR,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XEUR,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XEUR,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XEUR,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XEUR,mon3Sales,EagleSTAR TrialBalance,20260624,251574.00
XEUR,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XG,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XG,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XG,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XG,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XG,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XG,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XG,totAssets,EagleSTAR TrialBalance,20260624,250000.00
XG,netAssets,EagleSTAR TrialBalance,20260624,250000.00
XG,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XG,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XG,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XG,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XG,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
XG,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XGAS,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XGAS,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XGAS,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XGAS,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XGAS,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XGAS,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XGAS,totAssets,EagleSTAR TrialBalance,20260624,250000.00
XGAS,netAssets,EagleSTAR TrialBalance,20260624,250000.00
XGAS,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XGAS,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XGAS,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
XGAS,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XGAS,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
XGAS,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XHOA,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XHOA,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XHOA,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XHOA,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XHOA,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-430.90
XHOA,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,14237.76
XHOA,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,2419.16
XHOA,totAssets,EagleSTAR TrialBalance,20260624,266288.44
XHOA,totLiabs,EagleSTAR TrialBalance,20260624,2419.16
XHOA,netAssets,EagleSTAR TrialBalance,20260624,263869.28
XHOA,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XHOA,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XHOA,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XHOA,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XHOA,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
XHOA,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XIWC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XIWC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XIWC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XIWC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XIWC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-3157.29
XIWC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,43568.62
XIWC,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,8405.44
XIWC,totAssets,EagleSTAR TrialBalance,20260624,757817.08
XIWC,totLiabs,EagleSTAR TrialBalance,20260624,8405.44
XIWC,netAssets,EagleSTAR TrialBalance,20260624,749411.64
XIWC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XIWC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XIWC,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XIWC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XIWC,mon3Sales,EagleSTAR TrialBalance,20260624,458478.00
XIWC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XKRE,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XKRE,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XKRE,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XKRE,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XKRE,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-892.70
XKRE,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,76409.67
XKRE,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,4739.54
XKRE,totAssets,EagleSTAR TrialBalance,20260624,713095.47
XKRE,totLiabs,EagleSTAR TrialBalance,20260624,4739.54
XKRE,netAssets,EagleSTAR TrialBalance,20260624,708355.93
XKRE,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XKRE,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XKRE,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XKRE,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XKRE,mon3Sales,EagleSTAR TrialBalance,20260624,382485.00
XKRE,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLBX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLBX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLBX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLBX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLBX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-2339.47
XLBX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,7776.68
XLBX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,7057.36
XLBX,totAssets,EagleSTAR TrialBalance,20260624,867908.59
XLBX,totLiabs,EagleSTAR TrialBalance,20260624,7057.36
XLBX,netAssets,EagleSTAR TrialBalance,20260624,860851.23
XLBX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLBX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLBX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLBX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLBX,mon3Sales,EagleSTAR TrialBalance,20260624,604837.50
XLBX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLEX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLEX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLEX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLEX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLEX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-5376.78
XLEX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-75798.33
XLEX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,8799.42
XLEX,totAssets,EagleSTAR TrialBalance,20260624,544346.26
XLEX,totLiabs,EagleSTAR TrialBalance,20260624,8799.42
XLEX,netAssets,EagleSTAR TrialBalance,20260624,535546.84
XLEX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLEX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLEX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLEX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLEX,mon3Sales,EagleSTAR TrialBalance,20260624,366372.00
XLEX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLFX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLFX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLFX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLFX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLFX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-257.14
XLFX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,48893.88
XLFX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,4095.15
XLFX,totAssets,EagleSTAR TrialBalance,20260624,684432.93
XLFX,totLiabs,EagleSTAR TrialBalance,20260624,4095.15
XLFX,netAssets,EagleSTAR TrialBalance,20260624,680337.78
XLFX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLFX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLFX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLFX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLFX,mon3Sales,EagleSTAR TrialBalance,20260624,381349.50
XLFX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLIX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLIX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLIX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLIX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLIX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-581.85
XLIX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,61607.56
XLIX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,4060.89
XLIX,totAssets,EagleSTAR TrialBalance,20260624,669668.64
XLIX,totLiabs,EagleSTAR TrialBalance,20260624,4060.89
XLIX,netAssets,EagleSTAR TrialBalance,20260624,665607.75
XLIX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLIX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLIX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLIX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLIX,mon3Sales,EagleSTAR TrialBalance,20260624,354258.00
XLIX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLKX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLKX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLKX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLKX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLKX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-12228.65
XLKX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-31773.12
XLKX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,15390.88
XLKX,totAssets,EagleSTAR TrialBalance,20260624,644511.62
XLKX,totLiabs,EagleSTAR TrialBalance,20260624,15390.88
XLKX,netAssets,EagleSTAR TrialBalance,20260624,629120.74
XLKX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLKX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLKX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLKX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLKX,mon3Sales,EagleSTAR TrialBalance,20260624,422518.00
XLKX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLPX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLPX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLPX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLPX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLPX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-1004.17
XLPX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,14327.76
XLPX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,4149.71
XLPX,totAssets,EagleSTAR TrialBalance,20260624,673927.00
XLPX,totLiabs,EagleSTAR TrialBalance,20260624,4149.71
XLPX,netAssets,EagleSTAR TrialBalance,20260624,669777.29
XLPX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLPX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLPX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLPX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLPX,mon3Sales,EagleSTAR TrialBalance,20260624,405739.50
XLPX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLUX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLUX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLUX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLUX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLUX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-227.47
XLUX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,29965.03
XLUX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,1994.35
XLUX,totAssets,EagleSTAR TrialBalance,20260624,543198.95
XLUX,totLiabs,EagleSTAR TrialBalance,20260624,1994.35
XLUX,netAssets,EagleSTAR TrialBalance,20260624,541204.60
XLUX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLUX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLUX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLUX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLUX,mon3Sales,EagleSTAR TrialBalance,20260624,261041.00
